Age,Gender,Budget,Interest_1,Interest_2,Rating,Spot,State
29,F,1600,Beach,Nightlife,3.8,Candolim Beach,Goa
27,M,1700,Beach,Nightlife,3.8,Candolim Beach,Goa
27,F,1600,Beach,Nightlife,3.8,Candolim Beach,Goa
27,F,1800,Beach,Nightlife,3.8,Candolim Beach,Goa
28,F,1800,Beach,Nightlife,3.8,Candolim Beach,Goa
29,M,1600,Beach,Nightlife,3.8,Candolim Beach,Goa
28,M,1800,Beach,Nightlife,3.8,Candolim Beach,Goa
27,M,1600,Beach,Nightlife,3.8,Candolim Beach,Goa
28,M,1200,Beach,Adventure,3.8,Candolim Beach,Goa
29,M,1100,Beach,Adventure,3.8,Candolim Beach,Goa
34,F,2000,Beach,Nightlife,3.8,Colva Beach,Goa
27,F,2000,Beach,Nightlife,3.8,Colva Beach,Goa
27,M,2000,Beach,Nightlife,3.8,Colva Beach,Goa
28,M,1900,Beach,Nightlife,3.8,Colva Beach,Goa
32,M,1600,Beach,Nightlife,3.8,Colva Beach,Goa
28,F,1600,Beach,Nightlife,3.8,Colva Beach,Goa
27,F,1900,Beach,Nightlife,3.8,Colva Beach,Goa
28,F,1900,Beach,Nightlife,3.8,Colva Beach,Goa
26,M,1600,Beach,Nightlife,3.8,Colva Beach,Goa
28,F,2100,Beach,Nightlife,3.8,Galgibaga Beach,Goa
28,F,1200,Beach,Adventure,3.8,Miramar Beach,Goa
27,F,1600,Beach,Cuisine,3.8,Mobor Beach,Goa
27,F,1600,Beach,Cuisine,3.8,Mobor Beach,Goa
29,F,1200,Beach,Adventure,3.8,Morjim Beach,Goa
24,M,1800,Beach,Adventure,3.8,Morjim Beach,Goa
27,M,1800,Beach,Adventure,3.8,Morjim Beach,Goa
26,F,1600,Beach,Adventure,3.8,Morjim Beach,Goa
30,M,2000,Beach,Water Sports,3.8,Palolem Beach,Goa
26,F,1800,Beach,Shopping,4.1,Vagator Beach,Goa
34,M,1900,Beach,Nightlife,3.8,Varca Beach,Goa
29,M,1900,Beach,Cuisine,3.7,Agonda Beach,Goa
31,M,1500,Beach,Cuisine,3.7,Agonda Beach,Goa
32,F,1500,Beach,Cuisine,3.7,Agonda Beach,Goa
31,M,1800,Beach,Cuisine,3.7,Agonda Beach,Goa
28,F,1600,Beach,Cuisine,3.7,Agonda Beach,Goa
32,M,1900,Beach,Cuisine,3.7,Agonda Beach,Goa
30,F,1700,Beach,Cuisine,3.7,Agonda Beach,Goa
32,M,1700,Beach,Cuisine,3.7,Agonda Beach,Goa
28,F,1800,Beach,Nightlife,3.7,Agonda Beach,Goa
27,M,1700,Beach,Nightlife,3.7,Agonda Beach,Goa
29,F,1600,Beach,Nightlife,3.7,Agonda Beach,Goa
26,M,1800,Beach,Nightlife,3.7,Agonda Beach,Goa
27,M,1700,Beach,Nightlife,3.7,Agonda Beach,Goa
29,F,1500,Beach,Nightlife,3.7,Anjuna Beach,Goa
29,F,1500,Beach,Shopping,3.7,Anjuna Beach,Goa
29,F,1500,Beach,Cuisine,3.7,Anjuna Beach,Goa
28,F,1200,Beach,Nightlife,3.7,Anjuna Beach,Goa
26,M,1300,Beach,Nightlife,3.7,Anjuna Beach,Goa
28,M,1200,Beach,Nightlife,3.7,Anjuna Beach,Goa
29,M,1500,Beach,Nightlife,3.7,Anjuna Beach,Goa
25,M,1500,Beach,Nightlife,3.7,Anjuna Beach,Goa
25,F,1200,Beach,Nightlife,3.7,Anjuna Beach,Goa
27,M,1400,Beach,Nightlife,3.7,Anjuna Beach,Goa
29,F,1500,Beach,Shopping,3.7,Anjuna Beach,Goa
29,M,1800,Beach,Shopping,3.7,Anjuna Beach,Goa
28,M,1700,Beach,Shopping,3.7,Anjuna Beach,Goa
28,M,1800,Beach,Shopping,3.7,Anjuna Beach,Goa
29,F,1600,Beach,Shopping,3.7,Anjuna Beach,Goa
28,M,1600,Beach,Shopping,3.7,Anjuna Beach,Goa
29,F,1600,Beach,Shopping,3.7,Anjuna Beach,Goa
29,M,1800,Beach,Shopping,3.7,Anjuna Beach,Goa
29,F,1700,Beach,Shopping,3.7,Anjuna Beach,Goa
29,F,1700,Beach,Cuisine,3.7,Arambol Beach,Goa
26,F,1800,Beach,Cuisine,3.7,Arambol Beach,Goa
32,M,1800,Beach,Water Sports,3.7,Ashwem Beach,Goa
33,F,1900,Beach,Water Sports,3.7,Ashwem Beach,Goa
32,M,2300,Beach,Water Sports,3.7,Ashwem Beach,Goa
33,F,2100,Beach,Water Sports,3.7,Ashwem Beach,Goa
33,F,1900,Beach,Water Sports,3.7,Ashwem Beach,Goa
31,F,2000,Beach,Shopping,3.7,Ashwem Beach,Goa
31,M,1500,Beach,Shopping,3.7,Ashwem Beach,Goa
30,M,1400,Beach,Shopping,3.7,Ashwem Beach,Goa
31,M,2100,Beach,Shopping,3.7,Ashwem Beach,Goa
27,F,1900,Beach,Shopping,3.7,Ashwem Beach,Goa
29,F,1900,Beach,Shopping,3.7,Ashwem Beach,Goa
28,F,2100,Beach,Shopping,3.7,Ashwem Beach,Goa
32,M,1900,Beach,Shopping,3.7,Baga Beach,Goa
32,F,1900,Beach,Shopping,3.7,Baga Beach,Goa
30,M,2100,Beach,Shopping,3.7,Baga Beach,Goa
31,F,1800,Beach,Cuisine,3.7,Butterfly Beach,Goa
31,F,2000,Beach,Cuisine,3.7,Butterfly Beach,Goa
30,F,1900,Beach,Cuisine,3.7,Butterfly Beach,Goa
33,F,1900,Beach,Cuisine,3.7,Butterfly Beach,Goa
32,M,2000,Beach,Cuisine,3.7,Butterfly Beach,Goa
32,M,1900,Beach,Cuisine,3.7,Butterfly Beach,Goa
28,F,2000,Beach,Cuisine,3.7,Butterfly Beach,Goa
29,M,2000,Beach,Cuisine,3.7,Butterfly Beach,Goa
32,M,1800,Beach,Cuisine,3.7,Butterfly Beach,Goa
32,M,2000,Beach,Cuisine,3.7,Butterfly Beach,Goa
32,M,1800,Beach,Cuisine,3.7,Butterfly Beach,Goa
28,M,1700,Beach,Shopping,3.7,Butterfly Beach,Goa
28,F,1600,Beach,Shopping,3.7,Butterfly Beach,Goa
28,M,1700,Beach,Shopping,3.7,Butterfly Beach,Goa
29,F,1800,Beach,Shopping,3.7,Butterfly Beach,Goa
29,M,1600,Beach,Shopping,3.7,Butterfly Beach,Goa
29,M,1800,Beach,Shopping,3.7,Butterfly Beach,Goa
28,F,1700,Beach,Shopping,3.7,Butterfly Beach,Goa
29,F,1700,Beach,Shopping,3.7,Butterfly Beach,Goa
28,F,1700,Beach,Shopping,3.7,Butterfly Beach,Goa
28,F,1600,Beach,Shopping,3.7,Butterfly Beach,Goa
29,F,1100,Beach,Adventure,3.7,Calangute Beach,Goa
30,M,1300,Beach,Cuisine,3.7,Calangute Beach,Goa
26,F,1900,Beach,Cuisine,3.7,Calangute Beach,Goa
26,M,1600,Beach,Cuisine,3.7,Calangute Beach,Goa
27,M,1500,Beach,Cuisine,3.7,Calangute Beach,Goa
27,F,1400,Beach,Cuisine,3.7,Calangute Beach,Goa
27,F,1800,Beach,Cuisine,3.7,Calangute Beach,Goa
28,F,1500,Beach,Shopping,3.7,Candolim Beach,Goa
29,F,1800,Beach,Shopping,3.7,Candolim Beach,Goa
28,F,1800,Beach,Shopping,3.7,Candolim Beach,Goa
30,F,1500,Beach,Adventure,3.7,Candolim Beach,Goa
29,M,1100,Beach,Adventure,3.7,Candolim Beach,Goa
28,M,1600,Beach,Cuisine,3.7,Colva Beach,Goa
28,F,1700,Beach,Shopping,3.7,Colva Beach,Goa
34,F,1900,Beach,Shopping,3.7,Colva Beach,Goa
32,F,1900,Beach,Nightlife,3.7,Colva Beach,Goa
32,F,1700,Beach,Nightlife,3.7,Colva Beach,Goa
30,F,1900,Beach,Nightlife,3.7,Colva Beach,Goa
30,M,1800,Beach,Shopping,3.7,Colva Beach,Goa
32,F,1700,Beach,Shopping,3.7,Colva Beach,Goa
31,M,1800,Beach,Shopping,3.7,Colva Beach,Goa
33,M,1900,Beach,Shopping,3.7,Colva Beach,Goa
28,F,2000,Beach,Shopping,3.7,Colva Beach,Goa
27,F,2000,Beach,Nightlife,4.5,Galgibaga Beach,Goa
28,F,1500,Beach,Shopping,3.7,Miramar Beach,Goa
31,M,1000,Beach,Adventure,3.7,Morjim Beach,Goa
30,M,2000,Beach,Relaxation,3.7,Morjim Beach,Goa
26,F,1700,Beach,Adventure,3.7,Morjim Beach,Goa
28,F,1900,Beach,Relaxation,3.7,Morjim Beach,Goa
26,M,1500,Beach,Cuisine,3.7,Palolem Beach,Goa
28,M,1600,Beach,Nightlife,3.7,Vagator Beach,Goa
28,M,1600,Beach,Nightlife,3.7,Vagator Beach,Goa
28,M,1600,Beach,Nightlife,3.7,Vagator Beach,Goa
29,M,1900,Beach,Nightlife,4.0,Vagator Beach,Goa
30,M,1300,Beach,Adventure,3.7,Varca Beach,Goa
24,F,1300,Beach,Nightlife,3.6,Agonda Beach,Goa
24,F,1300,Beach,Nightlife,3.6,Agonda Beach,Goa
24,F,1300,Beach,Nightlife,3.6,Agonda Beach,Goa
24,F,1300,Beach,Nightlife,3.6,Agonda Beach,Goa
30,F,1800,Beach,Cuisine,3.6,Agonda Beach,Goa
27,F,1600,Beach,Nightlife,3.6,Agonda Beach,Goa
28,F,1700,Beach,Nightlife,3.6,Agonda Beach,Goa
29,M,1800,Beach,Nightlife,3.6,Agonda Beach,Goa
27,M,1700,Beach,Relaxation,3.6,Agonda Beach,Goa
28,F,1700,Beach,Relaxation,3.6,Agonda Beach,Goa
27,M,1600,Beach,Relaxation,3.6,Agonda Beach,Goa
27,M,1700,Beach,Relaxation,3.6,Agonda Beach,Goa
28,M,1600,Beach,Relaxation,3.6,Agonda Beach,Goa
27,M,1600,Beach,Relaxation,3.6,Agonda Beach,Goa
27,F,1600,Beach,Relaxation,3.6,Agonda Beach,Goa
28,F,1600,Beach,Relaxation,3.6,Agonda Beach,Goa
28,F,1600,Beach,Relaxation,3.6,Agonda Beach,Goa
27,F,1700,Beach,Relaxation,3.6,Agonda Beach,Goa
28,F,1600,Beach,Relaxation,3.6,Agonda Beach,Goa
28,M,1600,Beach,Relaxation,3.6,Agonda Beach,Goa
28,M,1600,Beach,Relaxation,3.6,Agonda Beach,Goa
28,F,1700,Beach,Relaxation,3.6,Agonda Beach,Goa
28,F,1600,Beach,Relaxation,3.6,Agonda Beach,Goa
27,F,1700,Beach,Relaxation,3.6,Agonda Beach,Goa
27,M,1300,Beach,Nightlife,3.6,Anjuna Beach,Goa
26,M,1200,Beach,Nightlife,3.6,Anjuna Beach,Goa
27,M,1300,Beach,Nightlife,3.6,Anjuna Beach,Goa
29,M,1300,Beach,Nightlife,3.6,Anjuna Beach,Goa
26,M,1500,Beach,Nightlife,3.6,Anjuna Beach,Goa
34,F,1900,Beach,Relaxation,3.6,Arambol Beach,Goa
29,F,1700,Beach,Cuisine,3.6,Arambol Beach,Goa
29,F,1800,Beach,Cuisine,3.6,Arambol Beach,Goa
26,F,1800,Beach,Cuisine,3.6,Arambol Beach,Goa
26,F,1800,Beach,Cuisine,3.6,Arambol Beach,Goa
29,F,1800,Beach,Cuisine,3.6,Arambol Beach,Goa
34,M,2000,Beach,Relaxation,3.6,Arambol Beach,Goa
34,F,2000,Beach,Relaxation,3.6,Arambol Beach,Goa
33,M,2000,Beach,Relaxation,3.6,Arambol Beach,Goa
33,F,2000,Beach,Relaxation,3.6,Arambol Beach,Goa
33,F,2000,Beach,Relaxation,3.6,Arambol Beach,Goa
34,M,2000,Beach,Relaxation,3.6,Arambol Beach,Goa
27,F,1000,Beach,Adventure,3.6,Ashwem Beach,Goa
26,F,1400,Beach,Shopping,3.6,Ashwem Beach,Goa
33,M,2300,Beach,Water Sports,3.6,Ashwem Beach,Goa
33,M,1900,Beach,Water Sports,3.6,Ashwem Beach,Goa
32,M,2300,Beach,Water Sports,3.6,Ashwem Beach,Goa
32,M,1800,Beach,Water Sports,3.6,Ashwem Beach,Goa
30,M,2000,Beach,Shopping,3.6,Ashwem Beach,Goa
26,F,1400,Beach,Shopping,3.6,Ashwem Beach,Goa
29,F,2100,Beach,Shopping,3.6,Ashwem Beach,Goa
30,F,1500,Beach,Shopping,3.6,Ashwem Beach,Goa
31,F,1700,Beach,Shopping,3.6,Ashwem Beach,Goa
28,M,1500,Beach,Shopping,3.6,Ashwem Beach,Goa
30,M,1500,Beach,Shopping,3.6,Ashwem Beach,Goa
27,M,2100,Beach,Shopping,3.6,Ashwem Beach,Goa
30,F,1400,Beach,Shopping,3.6,Ashwem Beach,Goa
27,M,1000,Beach,Adventure,3.6,Ashwem Beach,Goa
30,F,1200,Beach,Adventure,3.6,Ashwem Beach,Goa
27,M,1300,Beach,Adventure,3.6,Ashwem Beach,Goa
30,M,1100,Beach,Adventure,3.6,Ashwem Beach,Goa
28,M,1000,Beach,Adventure,3.6,Ashwem Beach,Goa
27,F,1000,Beach,Adventure,3.6,Ashwem Beach,Goa
27,M,1200,Beach,Adventure,3.6,Ashwem Beach,Goa
29,F,1400,Beach,Adventure,3.6,Ashwem Beach,Goa
30,M,1100,Beach,Adventure,3.6,Ashwem Beach,Goa
29,M,1200,Beach,Adventure,3.6,Ashwem Beach,Goa
29,F,1300,Beach,Adventure,3.6,Ashwem Beach,Goa
33,F,1800,Beach,Relaxation,3.6,Ashwem Beach,Goa
33,M,1800,Beach,Relaxation,3.6,Ashwem Beach,Goa
32,M,1800,Beach,Relaxation,3.6,Ashwem Beach,Goa
32,F,1800,Beach,Relaxation,3.6,Ashwem Beach,Goa
27,F,1500,Beach,Shopping,3.6,Baga Beach,Goa
30,F,2200,Beach,Shopping,3.6,Baga Beach,Goa
26,F,1400,Beach,Cuisine,3.6,Benaulim Beach,Goa
28,F,1800,Beach,Shopping,3.6,Butterfly Beach,Goa
28,F,1800,Beach,Cuisine,3.6,Butterfly Beach,Goa
29,M,1600,Beach,Water Sports,3.6,Butterfly Beach,Goa
32,F,1800,Beach,Cuisine,3.6,Butterfly Beach,Goa
29,M,1700,Beach,Shopping,3.6,Butterfly Beach,Goa
29,F,1700,Beach,Shopping,3.6,Butterfly Beach,Goa
29,F,1700,Beach,Shopping,3.6,Butterfly Beach,Goa
28,M,1700,Beach,Shopping,3.6,Butterfly Beach,Goa
28,M,1600,Beach,Shopping,3.6,Butterfly Beach,Goa
29,M,1600,Beach,Water Sports,3.6,Butterfly Beach,Goa
29,M,1600,Beach,Water Sports,3.6,Butterfly Beach,Goa
30,M,1600,Beach,Water Sports,3.6,Butterfly Beach,Goa
29,M,1800,Beach,Water Sports,3.6,Butterfly Beach,Goa
29,M,1600,Beach,Water Sports,3.6,Butterfly Beach,Goa
26,M,1100,Beach,Adventure,3.6,Candolim Beach,Goa
26,M,1600,Beach,Nightlife,3.6,Colva Beach,Goa
28,F,1700,Beach,Nightlife,3.6,Colva Beach,Goa
32,M,1600,Beach,Nightlife,3.6,Colva Beach,Goa
26,F,1800,Beach,Nightlife,3.6,Colva Beach,Goa
28,F,1700,Beach,Nightlife,3.6,Colva Beach,Goa
33,M,1600,Beach,Nightlife,3.6,Colva Beach,Goa
32,M,2000,Beach,Shopping,3.6,Colva Beach,Goa
34,M,1700,Beach,Shopping,3.6,Colva Beach,Goa
28,F,1700,Beach,Shopping,3.6,Colva Beach,Goa
33,F,1900,Beach,Shopping,3.6,Colva Beach,Goa
28,F,2000,Beach,Shopping,3.6,Colva Beach,Goa
31,M,2000,Beach,Shopping,3.6,Colva Beach,Goa
34,F,1700,Beach,Shopping,3.6,Colva Beach,Goa
31,F,1800,Beach,Shopping,3.6,Colva Beach,Goa
34,F,1800,Beach,Shopping,3.6,Colva Beach,Goa
32,F,1400,Beach,Adventure,3.6,Galgibaga Beach,Goa
27,F,1700,Beach,Shopping,3.6,Galgibaga Beach,Goa
33,F,1600,Beach,Nightlife,3.6,Majorda Beach,Goa
33,F,1600,Beach,Cuisine,3.6,Majorda Beach,Goa
26,M,1800,Beach,Water Sports,3.8,Miramar Beach,Goa
31,M,1200,Beach,Adventure,3.6,Mobor Beach,Goa
31,M,1000,Beach,Adventure,3.6,Mobor Beach,Goa
30,F,1200,Beach,Adventure,3.6,Mobor Beach,Goa
33,F,1400,Beach,Adventure,3.6,Palolem Beach,Goa
34,M,1300,Beach,Adventure,3.6,Varca Beach,Goa
27,F,1600,Beach,Relaxation,3.5,Agonda Beach,Goa
28,M,1600,Beach,Relaxation,3.5,Agonda Beach,Goa
28,F,1600,Beach,Relaxation,3.5,Agonda Beach,Goa
27,M,1700,Beach,Relaxation,3.5,Agonda Beach,Goa
27,F,1600,Beach,Relaxation,3.5,Agonda Beach,Goa
28,M,1600,Beach,Relaxation,3.5,Agonda Beach,Goa
25,M,1200,Beach,Nightlife,3.5,Anjuna Beach,Goa
25,M,1200,Beach,Nightlife,3.5,Anjuna Beach,Goa
25,M,1200,Beach,Nightlife,3.5,Anjuna Beach,Goa
25,M,1200,Beach,Nightlife,3.5,Anjuna Beach,Goa
26,F,1300,Beach,Nightlife,3.5,Anjuna Beach,Goa
25,M,1300,Beach,Nightlife,3.5,Anjuna Beach,Goa
26,F,1600,Beach,Cuisine,3.5,Arambol Beach,Goa
34,F,2000,Beach,Relaxation,3.5,Arambol Beach,Goa
33,M,2000,Beach,Relaxation,3.5,Arambol Beach,Goa
34,F,2000,Beach,Relaxation,3.5,Arambol Beach,Goa
34,M,1900,Beach,Relaxation,3.5,Arambol Beach,Goa
33,F,1900,Beach,Relaxation,3.5,Arambol Beach,Goa
33,F,1900,Beach,Relaxation,3.5,Arambol Beach,Goa
30,F,1400,Beach,Adventure,3.5,Ashwem Beach,Goa
29,M,1000,Beach,Adventure,3.5,Ashwem Beach,Goa
27,F,1800,Beach,Nightlife,3.5,Ashwem Beach,Goa
27,F,1800,Beach,Cuisine,3.5,Ashwem Beach,Goa
28,F,1600,Beach,Cuisine,3.5,Ashwem Beach,Goa
33,M,1900,Beach,Water Sports,3.5,Ashwem Beach,Goa
32,M,2000,Beach,Water Sports,3.5,Ashwem Beach,Goa
33,M,1800,Beach,Water Sports,3.5,Ashwem Beach,Goa
32,M,2000,Beach,Water Sports,3.5,Ashwem Beach,Goa
32,M,1800,Beach,Water Sports,3.5,Ashwem Beach,Goa
32,F,2000,Beach,Water Sports,3.5,Ashwem Beach,Goa
27,F,1300,Beach,Adventure,3.5,Ashwem Beach,Goa
29,M,1200,Beach,Adventure,3.5,Ashwem Beach,Goa
30,M,1000,Beach,Adventure,3.5,Ashwem Beach,Goa
30,M,1200,Beach,Adventure,3.5,Ashwem Beach,Goa
27,M,1300,Beach,Adventure,3.5,Ashwem Beach,Goa
27,F,1300,Beach,Adventure,3.5,Ashwem Beach,Goa
27,F,1100,Beach,Adventure,3.5,Ashwem Beach,Goa
27,F,1400,Beach,Adventure,3.5,Ashwem Beach,Goa
27,M,1800,Beach,Cuisine,3.5,Ashwem Beach,Goa
28,M,1800,Beach,Cuisine,3.5,Ashwem Beach,Goa
27,F,1600,Beach,Cuisine,3.5,Ashwem Beach,Goa
27,M,1700,Beach,Cuisine,3.5,Ashwem Beach,Goa
33,F,1900,Beach,Relaxation,3.5,Ashwem Beach,Goa
33,F,1900,Beach,Relaxation,3.5,Ashwem Beach,Goa
32,F,1800,Beach,Relaxation,3.5,Ashwem Beach,Goa
33,M,1800,Beach,Relaxation,3.5,Ashwem Beach,Goa
32,M,1900,Beach,Relaxation,3.5,Ashwem Beach,Goa
33,M,1800,Beach,Relaxation,3.5,Ashwem Beach,Goa
33,F,1900,Beach,Relaxation,3.5,Ashwem Beach,Goa
32,F,1800,Beach,Relaxation,3.5,Ashwem Beach,Goa
27,M,1800,Beach,Cuisine,3.5,Benaulim Beach,Goa
28,F,1800,Beach,Nightlife,3.5,Butterfly Beach,Goa
30,M,1600,Beach,Water Sports,3.5,Butterfly Beach,Goa
30,F,1800,Beach,Water Sports,3.5,Butterfly Beach,Goa
30,M,1800,Beach,Water Sports,3.5,Butterfly Beach,Goa
29,M,1800,Beach,Water Sports,3.5,Butterfly Beach,Goa
30,F,1700,Beach,Water Sports,3.5,Butterfly Beach,Goa
29,M,1700,Beach,Water Sports,3.5,Butterfly Beach,Goa
26,F,1200,Beach,Adventure,3.5,Candolim Beach,Goa
30,M,1400,Beach,Adventure,3.5,Candolim Beach,Goa
27,M,1000,Beach,Adventure,3.5,Candolim Beach,Goa
34,M,2000,Beach,Shopping,3.5,Colva Beach,Goa
34,M,2000,Beach,Cuisine,3.5,Colva Beach,Goa
35,F,1600,Beach,Cuisine,3.5,Colva Beach,Goa
35,F,2000,Beach,Cuisine,3.5,Colva Beach,Goa
34,F,1800,Beach,Cuisine,3.5,Colva Beach,Goa
30,F,2000,Beach,Shopping,3.5,Colva Beach,Goa
33,F,1800,Beach,Shopping,3.5,Colva Beach,Goa
32,M,1800,Beach,Shopping,3.5,Colva Beach,Goa
28,M,2000,Beach,Shopping,3.5,Colva Beach,Goa
29,M,1900,Beach,Shopping,3.5,Colva Beach,Goa
27,F,1300,Beach,Adventure,3.5,Galgibaga Beach,Goa
33,F,1200,Beach,Adventure,3.5,Majorda Beach,Goa
31,M,2100,Beach,Nightlife,4.2,Miramar Beach,Goa
26,M,1500,Beach,Cuisine,3.5,Palolem Beach,Goa
30,F,2000,Beach,Water Sports,3.6,Palolem Beach,Goa
30,M,1000,Beach,Adventure,3.5,Varca Beach,Goa
25,F,1400,Beach,Nightlife,3.5,Varca Beach,Goa
25,F,1400,Beach,Shopping,3.5,Varca Beach,Goa
30,M,1500,Beach,Shopping,3.5,Varca Beach,Goa
26,M,1400,Beach,Water Sports,3.5,Varca Beach,Goa
29,F,1400,Beach,Adventure,3.4,Anjuna Beach,Goa
32,M,1300,Beach,Adventure,3.4,Arambol Beach,Goa
29,F,1800,Beach,Cuisine,3.4,Arambol Beach,Goa
29,F,1700,Beach,Cuisine,3.4,Arambol Beach,Goa
28,F,1700,Beach,Cuisine,3.4,Arambol Beach,Goa
29,F,1700,Beach,Cuisine,3.4,Arambol Beach,Goa
26,F,1800,Beach,Cuisine,3.4,Arambol Beach,Goa
26,F,1800,Beach,Cuisine,3.4,Arambol Beach,Goa
34,F,2000,Beach,Relaxation,3.4,Arambol Beach,Goa
34,M,1900,Beach,Relaxation,3.4,Arambol Beach,Goa
34,M,1900,Beach,Relaxation,3.4,Arambol Beach,Goa
33,M,2000,Beach,Relaxation,3.4,Arambol Beach,Goa
34,F,2000,Beach,Relaxation,3.4,Arambol Beach,Goa
33,M,1900,Beach,Relaxation,3.4,Arambol Beach,Goa
33,F,2300,Beach,Water Sports,3.4,Ashwem Beach,Goa
33,M,2200,Beach,Water Sports,3.4,Ashwem Beach,Goa
32,M,2300,Beach,Water Sports,3.4,Ashwem Beach,Goa
33,F,1800,Beach,Water Sports,3.4,Ashwem Beach,Goa
28,F,1600,Beach,Cuisine,3.4,Ashwem Beach,Goa
27,F,1700,Beach,Cuisine,3.4,Ashwem Beach,Goa
28,F,1700,Beach,Cuisine,3.4,Ashwem Beach,Goa
27,F,1600,Beach,Cuisine,3.4,Ashwem Beach,Goa
27,F,1700,Beach,Cuisine,3.4,Ashwem Beach,Goa
28,F,1800,Beach,Cuisine,3.4,Ashwem Beach,Goa
27,F,1800,Beach,Cuisine,3.4,Ashwem Beach,Goa
28,F,1700,Beach,Cuisine,3.4,Ashwem Beach,Goa
28,M,1600,Beach,Cuisine,3.4,Ashwem Beach,Goa
28,M,1600,Beach,Cuisine,3.4,Ashwem Beach,Goa
27,M,1700,Beach,Cuisine,3.4,Ashwem Beach,Goa
33,M,1800,Beach,Relaxation,3.4,Ashwem Beach,Goa
32,F,1900,Beach,Relaxation,3.4,Ashwem Beach,Goa
32,M,1800,Beach,Relaxation,3.4,Ashwem Beach,Goa
32,F,1800,Beach,Relaxation,3.4,Ashwem Beach,Goa
32,F,1800,Beach,Relaxation,3.4,Ashwem Beach,Goa
32,F,1900,Beach,Relaxation,3.4,Ashwem Beach,Goa
28,F,1800,Beach,Cuisine,3.4,Benaulim Beach,Goa
31,F,1900,Beach,Cuisine,3.4,Benaulim Beach,Goa
35,M,1500,Beach,Cuisine,3.4,Benaulim Beach,Goa
27,F,1600,Beach,Cuisine,3.4,Benaulim Beach,Goa
30,M,1800,Beach,Cuisine,3.4,Benaulim Beach,Goa
27,F,1800,Beach,Cuisine,3.4,Benaulim Beach,Goa
35,F,1600,Beach,Cuisine,3.4,Benaulim Beach,Goa
29,M,1600,Beach,Relaxation,3.4,Butterfly Beach,Goa
29,M,1700,Beach,Water Sports,3.4,Butterfly Beach,Goa
29,F,1600,Beach,Water Sports,3.4,Butterfly Beach,Goa
29,M,1800,Beach,Water Sports,3.4,Butterfly Beach,Goa
29,F,1800,Beach,Water Sports,3.4,Butterfly Beach,Goa
30,M,1700,Beach,Water Sports,3.4,Butterfly Beach,Goa
30,F,1600,Beach,Water Sports,3.4,Butterfly Beach,Goa
24,F,1300,Beach,Cuisine,3.4,Calangute Beach,Goa
26,M,1000,Beach,Adventure,3.4,Candolim Beach,Goa
26,F,1200,Beach,Adventure,3.4,Candolim Beach,Goa
35,M,1900,Beach,Cuisine,3.4,Colva Beach,Goa
35,F,1600,Beach,Cuisine,3.4,Colva Beach,Goa
34,F,1700,Beach,Cuisine,3.4,Colva Beach,Goa
34,M,2000,Beach,Cuisine,3.4,Colva Beach,Goa
35,F,2000,Beach,Cuisine,3.4,Colva Beach,Goa
35,F,1800,Beach,Cuisine,3.4,Colva Beach,Goa
28,F,1200,Beach,Adventure,3.4,Galgibaga Beach,Goa
31,F,1200,Beach,Adventure,3.4,Mobor Beach,Goa
30,M,2000,Beach,Relaxation,3.4,Morjim Beach,Goa
20,F,1500,Beach,Cuisine,3.4,Morjim Beach,Goa
30,F,2000,Beach,Relaxation,3.4,Morjim Beach,Goa
33,M,1400,Beach,Adventure,3.4,Palolem Beach,Goa
30,F,1500,Beach,Adventure,3.3,Agonda Beach,Goa
30,F,1400,Beach,Adventure,3.3,Agonda Beach,Goa
29,F,1500,Beach,Adventure,3.3,Agonda Beach,Goa
32,F,1400,Beach,Adventure,3.3,Agonda Beach,Goa
32,M,1600,Beach,Adventure,3.3,Agonda Beach,Goa
31,F,1400,Beach,Adventure,3.3,Agonda Beach,Goa
28,F,1300,Beach,Adventure,3.3,Agonda Beach,Goa
32,F,1400,Beach,Adventure,3.3,Agonda Beach,Goa
26,F,1500,Beach,Adventure,3.3,Anjuna Beach,Goa
29,M,1500,Beach,Adventure,3.3,Anjuna Beach,Goa
27,F,1500,Beach,Adventure,3.3,Anjuna Beach,Goa
26,M,1400,Beach,Adventure,3.3,Anjuna Beach,Goa
27,M,1500,Beach,Adventure,3.3,Anjuna Beach,Goa
27,M,1300,Beach,Adventure,3.3,Arambol Beach,Goa
29,M,1800,Beach,Cuisine,3.3,Arambol Beach,Goa
26,F,1600,Beach,Nightlife,3.3,Arambol Beach,Goa
34,F,1900,Beach,Relaxation,3.3,Arambol Beach,Goa
34,F,1900,Beach,Relaxation,3.3,Arambol Beach,Goa
29,F,1800,Beach,Cuisine,3.3,Arambol Beach,Goa
26,F,1600,Beach,Cuisine,3.3,Arambol Beach,Goa
26,F,1600,Beach,Cuisine,3.3,Arambol Beach,Goa
29,F,1700,Beach,Cuisine,3.3,Arambol Beach,Goa
34,M,2000,Beach,Relaxation,3.3,Arambol Beach,Goa
34,F,2000,Beach,Relaxation,3.3,Arambol Beach,Goa
34,M,2000,Beach,Relaxation,3.3,Arambol Beach,Goa
34,M,1900,Beach,Relaxation,3.3,Arambol Beach,Goa
26,M,1300,Beach,Adventure,3.3,Ashwem Beach,Goa
28,F,1600,Beach,Cuisine,3.3,Ashwem Beach,Goa
32,F,1900,Beach,Relaxation,3.3,Ashwem Beach,Goa
